teks,location,bulan,word_length,clean,clean_stem,sentiment,sentiment_text,num_sentimen_lexicon,cleaned
maksud matuschik bts virus vaksin menghilang layaknya vaksin diharapkan menghilangkan covid  berkomentar pahami point permasalahannya  terima kasih ,DKI Jakarta,Februari,13,maksud matuschik bts menghilang layaknya diharapkan menghilangkan berkomentar pahami point permasalahannya terima kasih,maksud matuschik bts hilang layak harap hilang komentar paham point masalah terima kasih,15,positive,1,maksud matuschik bts virus vaksin hilang layak vaksin harap hilang covid komentar paham point masalah terima kasih
vaksin turun  gak heran sih  https  ,Jawa Barat,Juni,4,turun heran sih,turun heran sih,5,positive,1,vaksin turun gak heran sih
 sayonayaaa klu pribadi tidak efek demam sih kakak  laper kak  vaksin pas puasa 😁,Lampung,April,11,sayonayaaa klu pribadi efek demam sih kakak laper kak pas puasa,sayonayaaa klu pribadi efek demam sih kakak laper kak pas puasa,1,positive,1,sayonayaaa klu pribadi tidak efek demam sih kakak laper kak vaksin pas puasa
  tau tidak   dokter penjual vaksin palsu   😛😛😝,Kalimantan Timur,Januari,3,dokter penjual palsu,dokter jual palsu,1,positive,1,tau tidak dokter jual vaksin palsu
target  vaksin sehari  nti kan ramee  kerumunan  gmn  daerah puskesnya penuh vaksin  ramai loh   tidak ush target  bikin kerumunan  vaksin indonesia terpenuhi  sih gtu gkprlu target https  ,Lampung,Mei,21,target sehari nti ramee kerumunan gmn daerah puskesnya penuh ramai loh ush target bikin kerumunan indonesia terpenuhi sih gtu gkprlu target,target hari nti ramee kerumun gmn daerah puskesnya penuh ramai loh ush target bikin kerumun indonesia penuh sih gtu gkprlu target,3,positive,1,target vaksin hari nti kan ramee kerumun gmn daerah puskesnya penuh vaksin ramai loh tidak ush target bikin kerumun vaksin indonesia penuh sih gtu gkprlu target
ppkm  stop penyebaran virus  answer   virus ditakutin  mati takdir   ayo vaksin  lindungi keluarga vaksin covid  answer   takutlah vaksin  mati  katanya mati takdir  logikanya coba   ayovaksin  vaksincegahpandemi,Kalimantan Barat,April,19,ppkm stop penyebaran answer ditakutin mati takdir ayo lindungi keluarga answer takutlah mati mati takdir logikanya coba ayovaksin vaksincegahpandemi,ppkm stop sebar answer ditakutin mati takdir ayo lindung keluarga answer takut mati mati takdir logika coba ayovaksin vaksincegahpandemi,30,positive,1,ppkm stop sebar virus answer virus ditakutin mati takdir ayo vaksin lindung keluarga vaksin covid answer takut vaksin mati kata mati takdir logika coba ayovaksin vaksincegahpandemi
 haqiyyu kluarga    ga vaksin anjiirrr vaksin itupun ktn asn,Sulawesi Selatan,Juni,7,haqiyyu keluarga ga anjiirrr itupun ktn asn,haqiyyu keluarga ga anjiirrr itu ktn asn,2,positive,1,haqiyyu kluarga ga vaksin anjiirrr vaksin itu ktn asn
 phionk pi  pokokmen jdwal vaksin brgkt sdh kedftr kuota otomatis soale,Jawa Tengah,April,9,phionk pokokmen jdwal brgkt sdh kedftr kuota otomatis soale,phionk pokokmen jdwal brgkt sdh kedftr kuota otomatis soale,1,positive,1,phionk pi pokokmen jdwal vaksin brgkt sdh kedftr kuota otomatis soale
kehadiran vaksin dibagikan gratis masyarakat indonesia  tidak lepas pajak dibayarkan  normal  memperbaiki perekonomian indonesia terpuruk pandemi    https  tcoeqenyxvpln,Sumatera Barat,Maret,15,kehadiran dibagikan gratis masyarakat indonesia lepas pajak dibayarkan normal memperbaiki perekonomian indonesia terpuruk pandemi tcoeqenyxvpln,hadir bagi gratis masyarakat indonesia lepas pajak bayar normal baik ekonomi indonesia puruk pandemi tcoeqenyxvpln,3,positive,1,hadir vaksin bagi gratis masyarakat indonesia tidak lepas pajak bayar normal baik ekonomi indonesia puruk pandemi tcoeqenyxvpln
 detikcom privilege sbg koruptor vaksin duluan,DI Yogyakarta,Februari,5,detikcom privilege sbg koruptor duluan,detikcom privilege sbg koruptor duluan,-3,negative,2,detikcom privilege sbg koruptor vaksin duluan
lindungi keluarga vaksinasi  vaksin  kapolsek plaju iptu novel siswandi kurniawan  sh  mh   jagoan palembang jago palembang    polripresisi  polisidulurkito  polisisumsel  irvanprawira  palembangpolice   https  ,Sumatera Selatan,Maret,19,lindungi keluarga kapolsek plaju iptu novel siswandi kurniawan sh mh jagoan palembang jago palembang polripresisi polisidulurkito polisisumsel irvanprawira palembangpolice,lindung keluarga kapolsek plaju iptu novel siswandi kurniawan sh mh jago palembang jago palembang polripresisi polisidulurkito polisisumsel irvanprawira palembangpolice,16,positive,1,lindung keluarga vaksinasi vaksin kapolsek plaju iptu novel siswandi kurniawan sh mh jago palembang jago palembang polripresisi polisidulurkito polisisumsel irvanprawira palembangpolice
 coronavirusindia virus corona    berakhir  walapun vaksin patuhi protokol kesehatan   masker   tangan pakai sabun amp  air mengalir   jarak   kerumunan   mobilisasi interaksi   staysafe https  tcogjedtyxvzs,Jawa Timur,April,18,coronavirusindia walapun patuhi protokol kesehatan masker tangan pakai sabun amp air mengalir jarak kerumunan mobilisasi interaksi staysafe tcogjedtyxvzs,coronavirusindia walapun patuh protokol sehat masker tangan pakai sabun amp air alir jarak kerumun mobilisasi interaksi staysafe tcogjedtyxvzs,14,positive,1,coronavirusindia virus corona akhir walapun vaksin patuh protokol sehat masker tangan pakai sabun amp air alir jarak kerumun mobilisasi interaksi staysafe tcogjedtyxvzs
 plindungi vaksin sertifikatnya ,Kalimantan Utara,Juni,2,plindungi sertifikatnya,plindungi sertifikat,0,neutral,0,plindungi vaksin sertifikat
xyz  yakan sebentar pandeminya singapore kelar  vaksinnya   ane  mengerti pandemi tidak sih  pandemi global  singapore bebas covid bukan pandemi kelar   bedain vaksin obat  vaksin tidak mengobati ,Sulawesi Utara,Januari,20,xyz yakan sebentar pandeminya singapore kelar vaksinnya ane mengerti pandemi sih pandemi global singapore bebas pandemi kelar bedain obat mengobati,xyz yakan sebentar pandemi singapore kelar vaksin ane erti pandemi sih pandemi global singapore bebas pandemi kelar bedain obat obat,-24,negative,2,xyz yakan sebentar pandemi singapore kelar vaksin ane erti pandemi tidak sih pandemi global singapore bebas covid bukan pandemi kelar bedain vaksin obat vaksin tidak obat
コロナ予防注射💉😂  vaksin  ah🤙   goenkmaki  vaksin    peliatanhariini  puri agung peliatan bali https  ,Bali,Mei,7,ah goenkmaki peliatanhariini puri agung peliatan bali,ah goenkmaki peliatanhariini puri agung liat bal,2,positive,1,vaksin ah goenkmaki vaksin peliatanhariini puri agung liat bal
melihat penerima dosis az  diprediksi jadwal penerima dosis vaksin az  ribet  stoknya tidak disediakan fasyankes dosis    kemenkesri  laporcovid  jokowi,Nusa Tenggara Timur,Januari,16,penerima dosis az diprediksi jadwal penerima dosis az ribet stoknya disediakan fasyankes dosis kemenkesri laporcovid jokowi,terima dosis az prediksi jadwal terima dosis az ribet stok sedia fasyankes dosis kemenkesri laporcovid jokowi,2,positive,1,lihat terima dosis az prediksi jadwal terima dosis vaksin az ribet stok tidak sedia fasyankes dosis kemenkesri laporcovid jokowi
pacarku habis vaksin  sakit🤧,Bali,Maret,3,pacarku habis sakit,pacar habis sakit,0,neutral,0,pacar habis vaksin sakit
 aalmasih analogine rak ngunu nek ppkmlockdown rugikan kabeh cilik pedagang  negarapun jebol ppkm ekonomi tidak jalan  vaksin apbn jebol solusi terbaik covid tidk perlu catat hahaha,Lampung,Januari,22,aalmasih analogine rak ngunu nek ppkmlockdown rugikan kabeh cilik pedagang negarapun jebol ppkm ekonomi jalan apbn jebol solusi terbaik tidk catat hahaha,aalmasih analogine rak ngunu nek ppkmlockdown rugi kabeh cilik dagang negara jebol ppkm ekonomi jalan apbn jebol solusi baik tidk catat hahaha,-1,negative,2,aalmasih analogine rak ngunu nek ppkmlockdown rugi kabeh cilik dagang negara jebol ppkm ekonomi tidak jalan vaksin apbn jebol solusi baik covid tidk perlu catat hahaha
habis vaksin  ibu sibok beli vitamin  paracetamol   dibuatin kakak perempuan anget,Lampung,Januari,9,habis sibok beli vitamin paracetamol dibuatin kakak perempuan anget,habis sibok beli vitamin paracetamol dibuatin kakak perempuan anget,5,positive,1,habis vaksin ibu sibok beli vitamin paracetamol dibuatin kakak perempuan anget
ayo vaksin  lawan    polsekmoncongloemaros  polresmarospresisi  divisihumaspolri  polripresisi  polsek moncongloe https  tcozcvmgegoel,Sulawesi Selatan,April,9,ayo lawan polsekmoncongloemaros polresmarospresisi divisihumaspolri polripresisi polsek moncongloe tcozcvmgegoel,ayo lawan polsekmoncongloemaros polresmarospresisi divisihumaspolri polripresisi polsek moncongloe tcozcvmgegoel,5,positive,1,ayo vaksin lawan polsekmoncongloemaros polresmarospresisi divisihumaspolri polripresisi polsek moncongloe tcozcvmgegoel
pemerintah mui mengeluarkan fatwa halal vaksin astrazeneca tidak berhasil  lobi  pengurus mui posisi komisaris bumn  pemerintah menggandeng organisasi keagamaan daerah mendukung kehalalan vaksin  https   https  ,Aceh,Maret,20,pemerintah mui mengeluarkan fatwa halal astrazeneca berhasil lobi pengurus mui posisi komisaris bumn pemerintah menggandeng organisasi keagamaan daerah mendukung kehalalan,perintah mui keluar fatwa halal astrazeneca hasil lobi urus mui posisi komisaris bumn perintah gandeng organisasi agama daerah dukung halal,4,positive,1,perintah mui keluar fatwa halal vaksin astrazeneca tidak hasil lobi urus mui posisi komisaris bumn perintah gandeng organisasi agama daerah dukung halal vaksin
  baca bbrp tweet  blng uda vaksin skrng vaksin  positif  tp blng pke vaksin vaksin 🤔🤔🤔,Bali,Juni,9,baca bbrp tweet blng uda skrng positif blng pke,baca bbrp tweet blng uda skrng positif blng pke,7,positive,1,baca bbrp tweet blng uda vaksin skrng vaksin positif tp blng pke vaksin vaksin
efek vaksin  badan pegalpegal  sakit kaya capek gitu😩,Bengkulu,Februari,6,efek badan pegalpegal sakit kaya capek,efek badan pegalpegal sakit kaya capek,1,positive,1,efek vaksin badan pegalpegal sakit kaya capek gitu
vaksin heula 💉 https  ,Jawa Barat,April,1,heula,heula,-2,negative,2,vaksin heula
 yuliaprimajati gmn ma keadaan vaksin  side effectnya tah dikamu ,Sulawesi Tengah,Januari,7,yuliaprimajati gmn ma side effectnya tah dikamu,yuliaprimajati gmn ma side effectnya tah kamu,0,neutral,0,yuliaprimajati gmn ma ada vaksin side effectnya tah kamu
 detikcom indo tergantung yng bermain vaksin 🤪,Jawa Tengah,Juni,5,detikcom indo tergantung yng bermain,detikcom indo gantung yng main,-4,negative,2,detikcom indo gantung yng main vaksin
 hmzailanispog fakta vaksin  aman,Bengkulu,Januari,3,hmzailanispog fakta aman,hmzailanispog fakta aman,-3,negative,2,hmzailanispog fakta vaksin aman
bikin isu bohong  katanya vaksin mengandung magnet 🤔 kan bodoh  🤣😃🤣,Jawa Timur,Mei,6,bikin isu bohong mengandung magnet bodoh,bikin isu bohong kandung magnet bodoh,-11,negative,2,bikin isu bohong kata vaksin kandung magnet kan bodoh
gerai vaksin presisi  divisihumaspolri  poldametrojaya  polresjakpus  divisihumaspolri  poldametrojaya  polresmetrojakartapusat https  ,DKI Jakarta,Juni,8,gerai presisi divisihumaspolri poldametrojaya polresjakpus divisihumaspolri poldametrojaya polresmetrojakartapusat,gerai presisi divisihumaspolri poldametrojaya polresjakpus divisihumaspolri poldametrojaya polresmetrojakartapusat,0,neutral,0,gerai vaksin presisi divisihumaspolri poldametrojaya polresjakpus divisihumaspolri poldametrojaya polresmetrojakartapusat
berangkat haji dilarang  alasan  ibadah men   covid  kan negara  pinjam dana vaksin  vaksin smpai terbaru  apd kan proteksi  prosedur protokol covid dikumandangkan   takut covid takut ibadah ,Kalimantan Barat,Mei,19,berangkat haji dilarang alasan ibadah men negara pinjam dana smpai terbaru apd proteksi prosedur protokol dikumandangkan takut takut ibadah,berangkat haji larang alas ibadah men negara pinjam dana smpai baru apd proteksi prosedur protokol kumandang takut takut ibadah,1,positive,1,berangkat haji larang alas ibadah men covid kan negara pinjam dana vaksin vaksin smpai baru apd kan proteksi prosedur protokol covid kumandang takut covid takut ibadah
vaksin tidak percaya  story whatsapp tarik duit dalam akaun bank percaya pulak  🤷‍♂️,Aceh,Januari,9,percaya story whatsapp tarik duit akaun bank percaya pulak,percaya story whatsapp tarik duit akaun bank percaya pulak,4,positive,1,vaksin tidak percaya story whatsapp tarik duit dalam akaun bank percaya pulak
memang btul ade golongan elitis or vvvvvvip dok potong queue dapatkan vaksin  doakan korang kena rare side effects dr roland klinik langit mentioned tu   selfish,Aceh,Februari,23,btul ade golongan elitis or vip dok potong queue dapatkan doakan korang kena rare side effects dr roland klinik langit mentioned tu selfish,btul ade golong elitis or vip dok potong queue dapat doa korang kena rare side effects dr roland klinik langit mentioned tu selfish,5,positive,1,memang btul ade golong elitis or vvvvvvip dok potong queue dapat vaksin doa korang kena rare side effects dr roland klinik langit mentioned tu selfish
seharian hbs maghrib mbak  istri nebus jam kerja kepake mall tadi jadwal rapat online istri  efek vaksin mild mbak  biar nemenin ,DI Yogyakarta,Juni,19,seharian hbs maghrib mbak istri nebus jam kerja kepake mall jadwal rapat online istri efek mild mbak biar nemenin,hari hbs maghrib mbak istri nebus jam kerja kepake mall jadwal rapat online istri efek mild mbak biar nemenin,7,positive,1,hari hbs maghrib mbak istri nebus jam kerja kepake mall tadi jadwal rapat online istri efek vaksin mild mbak biar nemenin
jumat masuk biar libur  eh sianying vaksin  masuk adik,Kalimantan Timur,April,8,jumat masuk biar libur eh sianying masuk adik,jumat masuk biar libur eh sianying masuk adik,0,neutral,0,jumat masuk biar libur eh sianying vaksin masuk adik
ahli sudh menguji  vaksin indonesia aman cegah penularan  disiplin protokol kesehatan tolak provokasi https  ,Nusa Tenggara Barat,Juni,12,ahli sudh menguji indonesia aman cegah penularan disiplin protokol kesehatan tolak provokasi,ahli sudh uji indonesia aman cegah tular disiplin protokol sehat tolak provokasi,3,positive,1,ahli sudh uji vaksin indonesia aman cegah tular disiplin protokol sehat tolak provokasi
negara sdg tidak pekerjaan program vaksinasi biar travel agent kerjaku inquiries overseas guests  sibuk  disuntik vaksin  dosis jec  ps  petugasnya bertatto ramah amp  cakep 😘 https  ,DI Yogyakarta,Mei,21,negara sdg pekerjaan program biar travel agent kerjaku inquiries overseas guests sibuk disuntik dosis jec ps petugasnya bertatto ramah amp cakep,negara sdg kerja program biar travel agent kerja inquiries overseas guests sibuk suntik dosis jec ps tugas bertatto ramah amp cakep,18,positive,1,negara sdg tidak kerja program vaksinasi biar travel agent kerja inquiries overseas guests sibuk suntik vaksin dosis jec ps tugas bertatto ramah amp cakep
 tnyr  kuchinkline anjj  urg geus vaksin,Jawa Barat,Januari,5,tnyr kuchinkline anjj urg geus,tnyr kuchinkline anjj urg geus,0,neutral,0,tnyr kuchinkline anjj urg geus vaksin
   kompastv efek samping dibawah   dibilang aman    vaksin kena efek samping   gagal berbahaya keselamatan manusia   vaksin   keamanan ,Kalimantan Timur,April,14,kompastv efek samping dibawah dibilang aman kena efek samping gagal berbahaya keselamatan manusia keamanan,kompastv efek samping bawah bilang aman kena efek samping gagal bahaya selamat manusia aman,-6,negative,2,kompastv efek samping bawah bilang aman vaksin kena efek samping gagal bahaya selamat manusia vaksin aman
kampanye vaksin bangkitkan kesukarelaan  sanksi bukan solusi https  tcoqjxfhtiavn  jademokrasi,Sulawesi Tenggara,Februari,7,kampanye bangkitkan kesukarelaan sanksi solusi tcoqjxfhtiavn jademokrasi,kampanye bangkit sukarela sanksi solusi tcoqjxfhtiavn jademokrasi,12,positive,1,kampanye vaksin bangkit sukarela sanksi bukan solusi tcoqjxfhtiavn jademokrasi
 detikcom kalo deh kena covid  menangis  obat giliran vaksin tidak gmn sih   pemerintah kerja keras kesehatan bentuk kepedulian rakyatnya ,Jawa Tengah,Februari,15,detikcom deh kena menangis obat giliran gmn sih pemerintah kerja keras kesehatan bentuk kepedulian rakyatnya,detikcom deh kena menang obat gilir gmn sih perintah kerja keras sehat bentuk peduli rakyat,15,positive,1,detikcom kalo deh kena covid menang obat gilir vaksin tidak gmn sih perintah kerja keras sehat bentuk peduli rakyat
pandemi berakhir maka waspada patuhi protokol kesehatan vaksin https  ,Gorontalo,Juni,5,pandemi waspada patuhi protokol kesehatan,pandemi waspada patuh protokol sehat,6,positive,1,pandemi akhir maka waspada patuh protokol sehat vaksin
potensi terpapar  vaksin  vaksin tidak membuat kiat kebal virus corona  vaksin imunitas mengurangi risiko penularan virus corona  abaikan  terapkan     bangkit indonesia sehat https  ,Papua,Februari,13,potensi terpapar kiat kebal imunitas mengurangi risiko penularan abaikan terapkan bangkit indonesia sehat,potensi papar kiat kebal imunitas kurang risiko tular abai terap bangkit indonesia sehat,-4,negative,2,potensi papar vaksin vaksin tidak buat kiat kebal virus corona vaksin imunitas kurang risiko tular virus corona abai terap bangkit indonesia sehat
vaksin   ✅ efeknya  lapar antrinya https  ,DKI Jakarta,Maret,3,efeknya lapar antrinya,efek lapar antri,-2,negative,2,vaksin efek lapar antri
kasih alasan valid nolak vaksin sinovac ,Nusa Tenggara Barat,Januari,5,kasih alasan valid nolak sinovac,kasih alas valid nolak sinovac,2,positive,1,kasih alas valid nolak vaksin sinovac
update cakupan  sebaran vaksin  mei   wita https  ,Nusa Tenggara Barat,Mei,5,update cakupan sebaran mei wita,update cakup sebar mei wita,0,neutral,0,update cakup sebar vaksin mei wita
 martinmanurung vaksin masuk indonesia menyelesaikan janji presiden  vaksinasi gratis  janji tuntas buka pasar ,DI Yogyakarta,Januari,11,martinmanurung masuk indonesia menyelesaikan janji presiden gratis janji tuntas buka pasar,martinmanurung masuk indonesia selesai janji presiden gratis janji tuntas buka pasar,8,positive,1,martinmanurung vaksin masuk indonesia selesai janji presiden vaksinasi gratis janji tuntas buka pasar
